grate11-1,grate11-2,grate11-3,grate11-4,grate8-1,grate8-2,grate8-3,grate4-1,grate4-2,grate4-3,grate4-4,grate1-1,grate1-2,grate12-1,grate12-2,grate0-1,grate0-2,grate0-3,grate0-4,grate8-4
570.99,569.49,569.27,567.32,565.56,565.71,558.45,559.95,560.62,556.2,557.97,547.73,550.03,579.76,570.83,548.22,546.53,545.92,546.6,566.1
570.96,569.46,569.24,567.29,565.54,565.69,558.3,559.94,560.61,556.17,557.95,547.71,550.01,579.49,570.8,548.22,546.52,545.91,546.58,566.14
570.93,569.44,569.21,567.27,565.52,565.68,558.15,559.93,560.6,556.14,557.94,547.7,549.99,579.21,570.77,548.22,546.51,545.9,546.56,566.18
570.9,569.41,569.18,567.25,565.5,565.67,558.0,559.93,560.58,556.12,557.93,547.68,549.96,578.93,570.74,548.22,546.5,545.89,546.55,566.22
570.87,569.38,569.15,567.22,565.48,565.65,557.85,559.92,560.57,556.09,557.91,547.66,549.94,578.66,570.71,548.22,546.48,545.88,546.53,566.26
570.84,569.36,569.11,567.2,565.54,565.64,557.7,559.91,560.56,556.07,557.9,547.64,549.92,578.38,570.68,548.22,546.47,545.87,546.51,566.3
570.81,569.33,569.08,567.18,565.6,565.63,557.55,559.91,560.55,556.04,557.88,547.62,549.9,578.1,570.65,548.22,546.46,545.86,546.49,566.34
570.78,569.31,569.05,567.16,565.66,565.61,557.4,559.9,560.54,556.01,557.87,547.6,549.87,577.83,570.62,548.22,546.45,545.85,546.48,566.38
570.75,569.28,569.02,567.13,565.72,565.6,557.21,559.89,560.53,555.99,557.86,547.58,549.85,577.52,570.59,548.22,546.43,545.84,546.46,566.42
570.71,569.26,568.99,567.11,565.78,565.59,557.27,559.89,560.52,555.96,557.84,547.56,549.83,577.74,570.56,548.22,546.42,545.83,546.44,566.46
570.68,569.23,568.96,567.09,565.84,565.57,557.45,559.88,560.5,555.93,557.83,547.54,549.81,577.99,570.54,548.22,546.41,545.82,546.42,566.5
570.65,569.21,568.92,567.06,565.9,565.56,557.63,559.88,560.49,555.91,557.82,547.52,549.78,578.25,570.51,548.22,546.4,545.81,546.41,566.54
570.62,569.18,568.89,567.04,565.96,565.55,557.8,559.87,560.48,555.88,557.8,547.5,549.76,578.5,570.48,548.22,546.38,545.8,546.39,566.58
570.59,569.16,568.86,567.02,566.02,565.53,557.98,559.86,560.47,555.86,557.79,547.48,549.74,578.76,570.45,548.22,546.37,545.82,546.37,566.62
570.56,569.13,568.83,567.0,566.08,565.52,558.16,559.86,560.46,555.83,557.78,547.46,549.72,579.01,570.42,548.22,546.36,545.86,546.35,566.66
570.53,569.11,568.8,566.97,566.14,565.51,558.33,559.85,560.45,555.8,557.76,547.45,549.69,579.26,570.39,548.22,546.35,545.89,546.34,566.7
570.5,569.08,568.76,566.95,566.2,565.49,558.51,559.84,560.43,555.78,557.75,547.43,549.67,579.52,570.36,548.22,546.33,545.93,546.32,566.74
570.47,569.06,568.73,566.93,566.26,565.48,558.69,559.84,560.42,555.75,557.74,547.41,549.65,579.77,570.33,548.22,546.32,545.97,546.3,566.78
570.44,569.03,568.7,566.9,566.32,565.5,558.86,559.83,560.41,555.73,557.72,547.39,549.63,580.03,570.3,548.22,546.31,546.0,546.28,566.82
570.41,569.0,568.67,566.88,566.38,565.51,559.04,559.82,560.4,555.7,557.71,547.37,549.6,580.28,570.27,548.22,546.3,546.04,546.26,566.86
570.38,568.98,568.64,566.86,566.45,565.53,559.22,559.82,560.39,555.67,557.7,547.35,549.58,580.54,570.24,548.22,546.28,546.08,546.25,566.9
570.35,568.95,568.6,566.83,566.51,565.55,559.43,559.81,560.38,555.65,557.68,547.33,549.56,580.79,570.21,548.22,546.27,546.11,546.23,566.94
570.32,568.93,568.57,566.81,566.57,565.57,559.52,559.8,560.36,555.62,557.67,547.31,549.54,581.05,570.18,548.23,546.26,546.15,546.21,566.98
570.29,568.9,568.54,566.79,566.63,565.59,559.62,559.8,560.35,555.59,557.66,547.29,549.51,581.3,570.15,548.24,546.24,546.19,546.19,567.02
570.26,568.88,568.51,566.77,566.69,565.61,559.72,559.79,560.34,555.57,557.64,547.27,549.49,581.56,570.12,548.25,546.25,546.22,546.18,567.06
570.23,568.85,568.48,566.74,566.75,565.63,559.82,559.78,560.33,555.54,557.63,547.25,549.52,581.81,570.09,548.26,546.28,546.26,546.16,567.1
570.2,568.83,568.44,566.72,566.81,565.64,559.92,559.78,560.32,555.52,557.62,547.23,549.55,582.07,570.06,548.27,546.31,546.29,546.14,567.14
570.17,568.8,568.41,566.7,566.87,565.66,560.02,559.77,560.31,555.49,557.6,547.22,549.59,582.32,570.03,548.28,546.34,546.33,546.12,567.18
570.14,568.78,568.38,566.67,566.93,565.68,560.12,559.77,560.29,555.46,557.59,547.24,549.62,582.58,570.0,548.29,546.37,546.37,546.13,567.22
570.1,568.75,568.35,566.65,566.99,565.7,560.22,559.76,560.28,555.44,557.57,547.27,549.66,582.83,569.97,548.3,546.4,546.4,546.16,567.26
570.07,568.73,568.32,566.63,567.05,565.72,560.32,559.75,560.27,555.41,557.58,547.29,549.69,583.09,569.93,548.31,546.43,546.44,546.18,567.3
570.04,568.7,568.28,566.61,567.11,565.74,560.42,559.75,560.26,555.38,557.6,547.32,549.73,583.34,569.93,548.32,546.46,546.48,546.21,567.34
570.07,568.73,568.25,566.58,567.17,565.76,560.52,559.74,560.25,555.37,557.62,547.34,549.77,583.6,569.97,548.33,546.49,546.51,546.24,567.38
570.1,568.76,568.21,566.6,567.23,565.77,560.62,559.73,560.24,555.37,557.64,547.37,549.8,583.85,570.0,548.34,546.52,546.55,546.26,567.42
570.12,568.8,568.23,566.62,567.29,565.79,560.73,559.73,560.23,555.38,557.66,547.39,549.84,584.11,570.04,548.35,546.55,546.59,546.29,567.46
570.15,568.83,568.25,566.64,567.35,565.81,560.83,559.72,560.21,555.38,557.68,547.42,549.87,584.36,570.07,548.36,546.58,546.62,546.31,567.5
570.18,568.86,568.27,566.67,567.42,565.83,560.93,559.71,560.2,555.38,557.69,547.44,549.91,584.62,570.1,548.37,546.61,546.66,546.34,567.54
570.21,568.89,568.29,566.69,567.48,565.85,561.03,559.71,560.19,555.38,557.71,547.47,549.94,584.87,570.14,548.38,546.64,546.7,546.36,567.58
570.23,568.92,568.31,566.71,567.54,565.87,561.13,559.7,560.18,555.38,557.73,547.49,549.98,585.13,570.17,548.39,546.67,546.73,546.39,567.62
570.26,568.95,568.33,566.74,567.6,565.89,561.23,559.69,560.17,555.39,557.75,547.52,550.01,585.38,570.21,548.4,546.7,546.77,546.41,567.66
570.29,568.98,568.35,566.76,567.66,565.9,561.33,559.69,560.16,555.39,557.77,547.54,550.05,585.64,570.24,548.41,546.73,546.81,546.44,567.7
570.31,569.02,568.37,566.78,567.72,565.92,561.43,559.69,560.14,555.39,557.79,547.57,550.08,585.89,570.27,548.42,546.76,546.84,546.46,567.74
570.34,569.05,568.4,566.81,567.78,565.94,561.53,559.68,560.13,555.39,557.81,547.59,550.12,586.15,570.31,548.43,546.79,546.88,546.49,567.78
570.37,569.08,568.42,566.83,567.84,565.96,561.64,559.68,560.12,555.39,557.83,547.62,550.15,586.4,570.34,548.44,546.82,546.92,546.52,567.82
570.39,569.11,568.44,566.85,567.9,565.98,561.72,559.68,560.11,555.4,557.85,547.64,550.19,586.66,570.38,548.45,546.85,546.95,546.54,567.86
570.42,569.14,568.46,566.88,567.97,566.0,561.7,559.67,560.09,555.4,557.87,547.67,550.22,586.91,570.41,548.47,546.88,546.99,546.57,567.9
570.45,569.17,568.48,566.9,567.94,566.02,561.68,559.67,560.08,555.4,557.89,547.69,550.26,587.17,570.44,548.48,546.91,547.02,546.59,567.94
570.47,569.2,568.5,566.92,567.91,566.03,561.66,559.67,560.07,555.4,557.91,547.72,550.29,587.45,570.48,548.49,546.94,547.06,546.62,567.98
570.5,569.24,568.52,566.95,567.89,566.05,561.64,559.66,560.06,555.4,557.93,547.74,550.33,587.62,570.51,548.5,546.97,547.1,546.64,568.02
570.53,569.27,568.54,566.97,567.86,566.07,561.62,559.66,560.04,555.4,557.95,547.77,550.37,587.43,570.55,548.51,547.0,547.13,546.67,568.06
570.56,569.3,568.56,566.99,567.83,566.09,561.6,559.66,560.03,555.41,557.97,547.79,550.4,587.23,570.58,548.52,547.03,547.17,546.69,568.1
570.58,569.33,568.58,567.02,567.8,566.11,561.58,559.65,560.02,555.41,557.99,547.82,550.44,587.03,570.61,548.53,547.06,547.21,546.72,568.14
570.61,569.36,568.6,567.04,567.77,566.13,561.56,559.65,560.01,555.41,558.0,547.84,550.47,586.84,570.65,548.54,547.09,547.24,546.74,568.18
570.64,569.39,568.62,567.07,567.74,566.15,561.54,559.65,559.99,555.41,558.02,547.87,550.51,586.64,570.68,548.55,547.12,547.28,546.77,568.22
570.66,569.42,568.65,567.09,567.71,566.16,561.52,559.64,559.98,555.41,558.04,547.89,550.54,586.44,570.71,548.56,547.15,547.32,546.8,568.26
570.69,569.46,568.67,567.11,567.68,566.18,561.5,559.64,559.97,555.42,558.06,547.92,550.58,586.25,570.75,548.57,547.18,547.35,546.82,568.24
570.72,569.49,568.69,567.14,567.66,566.2,561.48,559.64,559.96,555.42,558.08,547.94,550.61,586.05,570.78,548.58,547.21,547.39,546.85,568.22
570.74,569.52,568.71,567.16,567.63,566.22,561.46,559.63,559.94,555.42,558.1,547.97,550.65,585.85,570.82,548.59,547.24,547.43,546.87,568.2
570.77,569.55,568.73,567.18,567.6,566.24,561.44,559.63,559.93,555.42,558.12,547.99,550.68,585.66,570.85,548.6,547.27,547.46,546.9,568.18
570.8,569.58,568.75,567.21,567.57,566.26,561.42,559.63,559.92,555.42,558.14,548.02,550.72,585.46,570.88,548.61,547.3,547.5,546.92,568.15
570.82,569.61,568.77,567.23,567.54,566.28,561.4,559.62,559.91,555.43,558.16,548.04,550.75,585.26,570.92,548.62,547.33,547.54,546.95,568.13
570.85,569.64,568.79,567.25,567.51,566.29,561.39,559.62,559.89,555.43,558.18,548.07,550.79,585.07,570.95,548.63,547.36,547.57,546.97,568.11
570.88,569.67,568.81,567.28,567.48,566.31,561.37,559.62,559.88,555.43,558.2,548.09,550.82,584.87,570.99,548.64,547.39,547.61,547.0,568.09
570.91,569.71,568.83,567.3,567.45,566.33,561.35,559.61,559.87,555.43,558.22,548.12,550.86,584.67,571.02,548.65,547.42,547.65,547.02,568.07
570.93,569.74,568.85,567.32,567.42,566.35,561.33,559.61,559.86,555.43,558.24,548.14,550.89,584.48,571.05,548.66,547.45,547.68,547.05,568.05
570.96,569.77,568.87,567.35,567.4,566.37,561.31,559.61,559.84,555.44,558.26,548.17,550.93,584.28,571.09,548.67,547.48,547.66,547.08,568.02
570.99,569.8,568.9,567.37,567.37,566.39,561.29,559.6,559.83,555.44,558.28,548.19,550.97,584.08,571.12,548.68,547.51,547.63,547.1,568.0
571.01,569.83,568.92,567.39,567.34,566.41,561.27,559.6,559.82,555.44,558.3,548.22,551.0,583.89,571.16,548.69,547.54,547.61,547.13,567.98
571.04,569.86,568.94,567.42,567.31,566.42,561.25,559.6,559.81,555.44,558.31,548.24,551.04,583.69,571.19,548.7,547.57,547.58,547.15,567.96
571.07,569.89,568.96,567.44,567.28,566.44,561.23,559.59,559.8,555.44,558.33,548.27,551.07,583.5,571.22,548.71,547.6,547.56,547.18,567.94
571.09,569.93,568.98,567.46,567.25,566.46,561.21,559.59,559.78,555.44,558.35,548.29,551.11,583.3,571.26,548.72,547.63,547.53,547.2,567.92
571.12,569.96,569.0,567.49,567.22,566.48,561.19,559.59,559.77,555.45,558.37,548.32,551.14,583.1,571.29,548.73,547.66,547.51,547.23,567.89
571.15,569.99,569.02,567.51,567.19,566.5,561.17,559.58,559.76,555.45,558.39,548.34,551.18,582.91,571.33,548.74,547.68,547.48,547.25,567.87
571.17,570.02,569.04,567.54,567.16,566.52,561.15,559.58,559.75,555.45,558.41,548.37,551.21,582.71,571.36,548.75,547.71,547.46,547.28,567.85
571.2,570.05,569.06,567.56,567.14,566.54,561.13,559.58,559.73,555.45,558.43,548.39,551.25,582.51,571.39,548.75,547.74,547.44,547.3,567.83
571.23,570.08,569.08,567.58,567.11,566.55,561.11,559.57,559.72,555.45,558.45,548.42,551.29,582.32,571.43,548.75,547.78,547.41,547.33,567.81
571.25,570.11,569.1,567.61,567.08,566.57,561.09,559.57,559.71,555.46,558.47,548.44,551.27,582.12,571.46,548.75,547.76,547.39,547.36,567.79
571.28,570.15,569.12,567.63,567.05,566.6,561.07,559.57,559.7,555.46,558.49,548.47,551.24,581.92,571.5,548.75,547.74,547.36,547.38,567.76
571.31,570.18,569.15,567.65,567.02,566.59,561.05,559.56,559.68,555.46,558.51,548.49,551.2,581.73,571.53,548.75,547.72,547.34,547.41,567.74
571.34,570.21,569.17,567.68,566.99,566.58,561.03,559.56,559.67,555.46,558.53,548.51,551.17,581.53,571.56,548.75,547.69,547.31,547.39,567.72
571.36,570.24,569.19,567.7,566.96,566.56,561.02,559.56,559.66,555.46,558.55,548.49,551.14,581.33,571.6,548.75,547.67,547.29,547.36,567.7
571.39,570.27,569.21,567.72,566.93,566.54,561.0,559.55,559.65,555.47,558.57,548.48,551.1,581.14,571.63,548.75,547.65,547.26,547.33,567.68
571.42,570.31,569.23,567.75,566.91,566.52,560.98,559.55,559.63,555.47,558.56,548.47,551.07,580.94,571.59,548.75,547.63,547.24,547.3,567.66
571.43,570.29,569.25,567.77,566.88,566.5,560.96,559.55,559.62,555.46,558.54,548.45,551.04,580.74,571.56,548.75,547.61,547.22,547.27,567.63
571.39,570.27,569.25,567.75,566.85,566.48,560.94,559.54,559.61,555.45,558.53,548.44,551.0,580.55,571.52,548.75,547.59,547.19,547.24,567.61
571.36,570.24,569.22,567.72,566.82,566.47,560.92,559.54,559.6,555.43,558.52,548.42,550.97,580.35,571.49,548.75,547.57,547.17,547.21,567.59
571.33,570.21,569.19,567.69,566.79,566.45,560.9,559.54,559.58,555.42,558.5,548.41,550.94,580.15,571.45,548.75,547.54,547.14,547.17,567.57
571.29,570.18,569.15,567.66,566.76,566.43,560.88,559.53,559.57,555.4,558.49,548.39,550.9,579.96,571.41,548.75,547.52,547.12,547.14,567.55
571.26,570.16,569.12,567.63,566.73,566.41,560.86,559.53,559.56,555.39,558.48,548.38,550.87,579.76,571.38,548.75,547.5,547.09,547.11,567.53
571.23,570.13,569.09,567.6,566.7,566.39,560.84,559.53,559.55,555.37,558.46,548.37,550.84,579.56,571.34,548.75,547.48,547.07,547.08,567.5
571.19,570.1,569.06,567.57,566.67,566.37,560.82,559.52,559.53,555.36,558.45,548.35,550.8,579.37,571.3,548.75,547.46,547.05,547.05,567.48
571.16,570.07,569.02,567.54,566.65,566.36,560.8,559.52,559.52,555.35,558.43,548.34,550.77,579.17,571.27,548.75,547.44,547.02,547.02,567.46
571.13,570.04,568.99,567.51,566.62,566.34,560.78,559.5,559.52,555.33,558.42,548.32,550.74,578.97,571.23,548.75,547.41,547.0,546.99,567.44
571.09,570.02,568.96,567.48,566.59,566.32,560.76,559.47,559.51,555.32,558.41,548.31,550.7,578.78,571.19,548.75,547.39,546.97,546.96,567.42
571.06,569.99,568.92,567.45,566.56,566.3,560.74,559.45,559.5,555.3,558.39,548.29,550.67,578.58,571.16,548.75,547.37,546.95,546.93,567.4
571.03,569.96,568.89,567.42,566.53,566.28,560.72,559.43,559.5,555.29,558.38,548.28,550.64,578.38,571.12,548.75,547.35,546.92,546.9,567.37
570.99,569.93,568.86,567.39,566.5,566.26,560.7,559.4,559.49,555.27,558.37,548.27,550.6,578.19,571.08,548.75,547.33,546.9,546.87,567.35
570.96,569.91,568.83,567.36,566.47,566.25,560.68,559.38,559.48,555.26,558.35,548.25,550.57,577.99,571.05,548.75,547.31,546.87,546.84,567.33
570.93,569.88,568.79,567.33,566.44,566.23,560.66,559.35,559.48,555.24,558.34,548.24,550.54,577.76,571.01,548.75,547.29,546.85,546.81,567.31
570.9,569.85,568.76,567.3,566.41,566.21,560.65,559.33,559.47,555.23,558.33,548.22,550.5,577.65,570.97,548.75,547.26,546.83,546.78,567.29
570.86,569.82,568.73,567.27,566.39,566.19,560.63,559.31,559.46,555.22,558.31,548.21,550.47,577.72,570.94,548.75,547.24,546.8,546.75,567.27
570.83,569.8,568.7,567.24,566.36,566.17,560.61,559.28,559.46,555.2,558.3,548.19,550.44,577.79,570.9,548.75,547.22,546.78,546.72,567.24
570.8,569.77,568.66,567.21,566.33,566.15,560.59,559.26,559.45,555.19,558.28,548.18,550.4,577.86,570.87,548.75,547.2,546.75,546.69,567.22
570.76,569.74,568.63,567.18,566.3,566.14,560.57,559.23,559.45,555.17,558.27,548.17,550.37,577.93,570.83,548.75,547.18,546.73,546.66,567.2
570.73,569.71,568.6,567.15,566.27,566.12,560.55,559.21,559.44,555.16,558.26,548.15,550.34,577.99,570.79,548.75,547.16,546.7,546.63,567.18
570.7,569.69,568.57,567.12,566.24,566.1,560.53,559.19,559.43,555.14,558.24,548.14,550.3,578.06,570.76,548.75,547.13,546.68,546.6,567.16
570.66,569.66,568.53,567.09,566.22,566.08,560.52,559.16,559.43,555.13,558.23,548.12,550.27,578.13,570.72,548.75,547.11,546.65,546.57,567.14
570.63,569.63,568.5,567.06,566.21,566.06,560.5,559.14,559.42,555.12,558.22,548.11,550.24,578.2,570.68,548.75,547.09,546.63,546.53,567.11
570.6,569.6,568.47,567.03,566.19,566.04,560.48,559.11,559.41,555.1,558.2,548.09,550.2,578.27,570.65,548.75,547.07,546.61,546.5,567.09
570.56,569.58,568.44,567.0,566.18,566.03,560.47,559.09,559.41,555.09,558.19,548.08,550.17,578.34,570.61,548.75,547.05,546.58,546.47,567.07
570.53,569.55,568.4,566.97,566.16,566.01,560.45,559.07,559.4,555.07,558.18,548.07,550.14,578.41,570.57,548.75,547.03,546.56,546.44,567.05
570.5,569.52,568.37,566.95,566.15,565.99,560.44,559.04,559.4,555.06,558.16,548.05,550.1,578.48,570.54,548.75,547.0,546.53,546.41,567.03
570.46,569.49,568.34,566.92,566.13,565.97,560.42,559.02,559.39,555.04,558.15,548.04,550.07,578.55,570.5,548.75,546.98,546.51,546.38,567.01
570.43,569.46,568.31,566.89,566.12,565.95,560.4,558.99,559.38,555.03,558.13,548.02,550.04,578.61,570.46,548.75,546.96,546.48,546.35,566.98
570.4,569.44,568.27,566.86,566.1,565.94,560.39,558.97,559.38,555.01,558.12,548.01,550.0,578.68,570.43,548.75,546.94,546.46,546.32,566.96
570.36,569.41,568.24,566.83,566.09,565.92,560.37,558.95,559.37,555.0,558.11,548.0,549.97,578.75,570.39,548.75,546.92,546.43,546.29,566.94
570.33,569.38,568.21,566.8,566.07,565.9,560.36,558.92,559.36,554.99,558.09,547.98,549.94,578.82,570.35,548.75,546.9,546.41,546.26,566.94
570.3,569.35,568.17,566.77,566.06,565.88,560.34,558.9,559.36,554.97,558.08,547.97,549.9,578.89,570.32,548.75,546.88,546.39,546.23,566.93
570.26,569.33,568.14,566.74,566.04,565.86,560.33,558.87,559.35,554.96,558.07,547.95,549.87,578.96,570.28,548.75,546.85,546.38,546.2,566.93
570.23,569.3,568.11,566.71,566.03,565.84,560.31,558.85,559.34,554.94,558.05,547.94,549.84,579.03,570.25,548.75,546.83,546.36,546.17,566.92
570.2,569.27,568.08,566.68,566.01,565.83,560.29,558.83,559.34,554.93,558.04,547.92,549.8,579.1,570.21,548.75,546.81,546.34,546.14,566.92
570.17,569.24,568.04,566.65,566.0,565.81,560.28,558.8,559.33,554.91,558.02,547.91,549.77,579.16,570.17,548.75,546.79,546.33,546.11,566.91
570.13,569.22,568.01,566.62,565.98,565.79,560.26,558.78,559.33,554.9,558.01,547.9,549.74,579.23,570.14,548.75,546.77,546.31,546.08,566.9
570.1,569.19,567.98,566.59,565.97,565.77,560.25,558.75,559.32,554.89,558.0,547.88,549.7,579.3,570.1,548.75,546.75,546.29,546.05,566.9
570.07,569.16,567.95,566.56,565.95,565.75,560.23,558.73,559.31,554.87,557.98,547.87,549.67,579.37,570.06,548.75,546.72,546.28,546.02,566.89
570.03,569.13,567.91,566.53,565.94,565.73,560.21,558.71,559.31,554.86,557.97,547.85,549.64,579.44,570.03,548.75,546.7,546.26,545.99,566.89
570.0,569.11,567.88,566.5,565.92,565.72,560.2,558.68,559.3,554.84,557.96,547.84,549.6,579.53,569.99,548.75,546.68,546.24,545.96,566.88
569.97,569.08,567.85,566.47,565.91,565.7,560.18,558.66,559.29,554.83,557.94,547.82,549.57,579.54,569.95,548.75,546.66,546.23,545.92,566.88
569.93,569.05,567.82,566.44,565.89,565.68,560.17,558.63,559.29,554.81,557.93,547.81,549.54,579.54,569.92,548.75,546.66,546.21,545.89,566.87
569.9,569.02,567.78,566.41,565.88,565.66,560.15,558.61,559.28,554.8,557.92,547.8,549.54,579.53,569.88,548.75,546.66,546.19,545.86,566.87
569.87,569.0,567.75,566.38,565.86,565.64,560.14,558.58,559.27,554.78,557.9,547.78,549.54,579.53,569.84,548.74,546.67,546.18,545.85,566.86
569.83,568.97,567.72,566.35,565.85,565.62,560.12,558.56,559.27,554.77,557.89,547.77,549.54,579.53,569.8,548.73,546.67,546.16,545.85,566.85
569.8,568.94,567.69,566.32,565.83,565.61,560.1,558.54,559.26,554.76,557.87,547.76,549.54,579.53,569.8,548.72,546.68,546.14,545.86,566.85
569.77,568.91,567.65,566.29,565.82,565.59,560.09,558.51,559.26,554.74,557.86,547.75,549.54,579.52,569.8,548.71,546.68,546.13,545.86,566.84
569.73,568.88,567.61,566.26,565.8,565.57,560.07,558.49,559.25,554.73,557.87,547.74,549.54,579.52,569.8,548.7,546.68,546.11,545.86,566.84
569.73,568.87,567.6,566.24,565.79,565.55,560.06,558.46,559.24,554.72,557.88,547.73,549.55,579.52,569.81,548.69,546.69,546.09,545.87,566.83
569.73,568.86,567.6,566.24,565.77,565.53,560.04,558.44,559.24,554.72,557.9,547.72,549.55,579.51,569.81,548.68,546.69,546.08,545.87,566.83
569.74,568.85,567.6,566.24,565.76,565.51,560.02,558.42,559.23,554.71,557.91,547.71,549.55,579.51,569.81,548.66,546.7,546.06,545.87,566.82
569.74,568.84,567.61,566.24,565.74,565.51,560.01,558.39,559.22,554.7,557.92,547.7,549.55,579.51,569.81,548.65,546.7,546.04,545.88,566.82
569.75,568.83,567.61,566.24,565.73,565.51,559.99,558.37,559.22,554.69,557.93,547.69,549.55,579.51,569.81,548.64,546.71,546.03,545.88,566.81
569.75,568.81,567.61,566.24,565.71,565.52,559.98,558.34,559.21,554.69,557.94,547.68,549.55,579.5,569.81,548.63,546.71,546.01,545.88,566.8
569.76,568.8,567.61,566.24,565.7,565.52,559.96,558.32,559.2,554.68,557.95,547.67,549.55,579.5,569.81,548.62,546.72,545.99,545.89,566.8
569.76,568.79,567.61,566.24,565.68,565.53,559.94,558.3,559.22,554.67,557.97,547.66,549.56,579.5,569.82,548.61,546.72,545.98,545.89,566.79
569.76,568.78,567.61,566.24,565.67,565.53,559.93,558.27,559.23,554.66,557.98,547.65,549.56,579.49,569.82,548.6,546.72,545.96,545.89,566.79
569.77,568.77,567.61,566.24,565.65,565.54,559.91,558.25,559.25,554.66,557.99,547.64,549.56,579.49,569.82,548.59,546.73,545.94,545.9,566.78
569.77,568.76,567.61,566.24,565.64,565.54,559.9,558.23,559.27,554.65,558.0,547.62,549.56,579.49,569.82,548.58,546.73,545.93,545.9,566.78
569.78,568.75,567.61,566.25,565.62,565.55,559.88,558.26,559.28,554.64,558.01,547.61,549.56,579.49,569.82,548.57,546.74,545.91,545.9,566.77
569.78,568.74,567.61,566.25,565.61,565.56,559.87,558.29,559.3,554.63,558.02,547.6,549.56,579.48,569.82,548.55,546.74,545.89,545.91,566.77
569.78,568.73,567.62,566.25,565.59,565.56,559.85,558.32,559.32,554.62,558.04,547.59,549.56,579.48,569.82,548.54,546.75,545.88,545.91,566.76
569.79,568.72,567.62,566.25,565.58,565.57,559.83,558.34,559.33,554.62,558.05,547.58,549.57,579.48,569.83,548.53,546.75,545.86,545.91,566.76
569.79,568.71,567.62,566.25,565.56,565.57,559.82,558.37,559.35,554.61,558.06,547.57,549.57,579.48,569.83,548.52,546.75,545.84,545.92,566.75
569.8,568.7,567.62,566.25,565.55,565.58,559.8,558.4,559.37,554.6,558.07,547.56,549.57,579.47,569.83,548.51,546.76,545.83,545.92,566.74
569.8,568.69,567.62,566.25,565.53,565.58,559.79,558.43,559.38,554.59,558.08,547.55,549.57,579.47,569.83,548.5,546.76,545.81,545.92,566.74
569.81,568.68,567.62,566.25,565.52,565.59,559.77,558.46,559.4,554.59,558.09,547.54,549.57,579.47,569.83,548.49,546.77,545.79,545.93,566.73
569.81,568.67,567.62,566.25,565.5,565.6,559.75,558.48,559.42,554.58,558.1,547.53,549.57,579.46,569.83,548.48,546.77,545.77,545.93,566.73
569.81,568.66,567.62,566.25,565.49,565.6,559.74,558.51,559.43,554.57,558.12,547.52,549.57,579.46,569.83,548.47,546.78,545.76,545.93,566.72
569.82,568.65,567.62,566.26,565.47,565.61,559.72,558.54,559.45,554.56,558.13,547.51,549.58,579.46,569.84,548.45,546.78,545.74,545.94,566.72
569.82,568.64,567.62,566.26,565.46,565.61,559.71,558.57,559.47,554.56,558.14,547.5,549.58,579.46,569.84,548.44,546.78,545.72,545.94,566.71
569.83,568.63,567.62,566.26,565.44,565.62,559.69,558.6,559.48,554.55,558.15,547.49,549.58,579.45,569.84,548.43,546.79,545.71,545.94,566.71
569.83,568.62,567.63,566.26,565.43,565.62,559.67,558.62,559.5,554.54,558.16,547.48,549.58,579.45,569.84,548.42,546.79,545.69,545.95,566.7
569.84,568.61,567.63,566.26,565.41,565.63,559.66,558.65,559.52,554.53,558.17,547.47,549.58,579.45,569.84,548.41,546.8,545.67,545.95,566.69
569.84,568.6,567.63,566.26,565.4,565.64,559.64,558.68,559.53,554.53,558.19,547.46,549.58,579.44,569.84,548.4,546.8,545.66,545.95,566.69
569.84,568.59,567.63,566.26,565.38,565.64,559.63,558.71,559.55,554.52,558.2,547.45,549.58,579.44,569.84,548.39,546.81,545.64,545.96,566.68
569.85,568.58,567.63,566.26,565.37,565.65,559.61,558.74,559.56,554.51,558.21,547.44,549.59,579.44,569.85,548.38,546.81,545.62,545.96,566.68
569.85,568.57,567.63,566.26,565.35,565.65,559.59,558.76,559.58,554.5,558.22,547.43,549.59,579.44,569.85,548.37,546.82,545.61,545.96,566.67
569.86,568.56,567.63,566.26,565.33,565.66,559.65,558.79,559.6,554.49,558.23,547.42,549.59,579.43,569.85,548.35,546.82,545.59,545.97,566.67
569.86,568.54,567.63,566.26,565.38,565.66,559.71,558.82,559.61,554.49,558.24,547.41,549.59,579.43,569.85,548.34,546.82,545.57,545.97,566.66
569.86,568.53,567.63,566.27,565.46,565.67,559.77,558.85,559.63,554.48,558.26,547.4,549.59,579.43,569.85,548.33,546.83,545.56,545.97,566.66
569.87,568.52,567.63,566.27,565.54,565.67,559.83,558.88,559.65,554.47,558.27,547.39,549.59,579.42,569.85,548.32,546.83,545.57,545.98,566.65
569.87,568.51,567.63,566.27,565.62,565.68,559.9,558.91,559.66,554.46,558.28,547.38,549.59,579.42,569.85,548.31,546.84,545.59,545.98,566.64
569.88,568.5,567.64,566.27,565.71,565.69,559.96,558.93,559.68,554.46,558.29,547.36,549.6,579.42,569.86,548.3,546.84,545.61,545.98,566.64
569.88,568.49,567.64,566.27,565.79,565.69,560.02,558.96,559.7,554.45,558.3,547.35,549.6,579.42,569.86,548.29,546.85,545.63,545.99,566.63
569.89,568.48,567.64,566.27,565.87,565.7,560.08,558.99,559.71,554.44,558.31,547.34,549.6,579.41,569.86,548.28,546.85,545.64,545.99,566.63
